Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
"Global Technical Talent
3.6",-1,1999,"Portsmouth, NH",IT Services,"Staff Data Scientist - Image and Video Analytics About our group We are part of the Operations Technology Advanced Analytics Group. We are seeking a talented Data Scientist for a high profile initiative which will help our internal customers turn the data They have into the information they need to develop and deliver industry-leading storage solutions. About the role This role is to facilitate the advancement of modern analytical techniques across client's organizations Leverage andor develop innovative data mining and machine learning methods to solve Client and diverse business problems Focus on imagevideo analytics, edge computing projects by applying techniques in machine learning, deep learning, and statistical algorithms Develop data science solutions for analytics challenges in the areas of Edge Computing, IoT sensors, Industry 4.0, Prognostics and Health Management, and other technical areas Quantify the effectiveness and value of innovations with subject matter experts Provide technical advice and coaching to the junior analytics staff About you Evangelist and an assessor in promoting new ways of diving into complex issues while assessing current practices and identifying areas where training or knowledge would help Strong oral and written communication skills Strong business mindset with the ability to condense complex analysis and technical concepts into clear and concise takeaways for business leaders Self-starter with the ability to drive initiatives and influence 200082 Staff Data Scientist - Image and Video Analytics Ability to work alone as well as in a team environment Collaborative attitude and a global mindset with an ability to work well with native and non-native English speakers Demonstrated leadership skills along with the ability to lead a team mentor junior staff and close out technical projects Your Experience includes Proven track record in solving industrial image and video analytics problems computer vision and a willingness of deep learning of industry standards is required. Hands-on experience in developing and deploying image and video analytics solutions Good understanding of imagevideo analytics lifecycle from imagevideo data gathering, processing, model development, verification, deployment, and model updating High proficiency in Python Hands-on skills in machine learning, deep learning, statistical algorithms, data mining, data structures, and data engineering Proven track record in delivering analytics solutions using TensorRT, Time Series Analysis, Keras, Tensorflow, CNN, GAN, and RNN techniques KubernetesDocker Microservices deployment and design patterns, RESTful web services, web applications, and dashboard development Hadoop, Spark, and cloud computing infrastructures Ability to deploy data science solutions in cloud analytics infrastructure, AWS Ability to participate in conference calls outside of regular local work hours 8+ Year experience Bachelor's degree Masters or PHD preferred!",Data Scientist,"Longmont, CO",3.6,$25 to $50 million (USD),$105K-$120K (Glassdoor est.),Information Technology,501 to 1000 employees,Company - Private
"Isys Technologies
3.4",-1,1990,"Littleton, CO",Computer Hardware & Software,"Minimum Clearance Required

C.I. Polygraph

Responsibilities

ISYS Technologies delivers emerging technology solutions through our diverse and talented employees who are dedicated to our customers' success. We empower our teams, contribute to our country and operate responsibly. We are a reputable award-winning WOSB providing Engineering and Enterprise Information Technology (EIT) services to the Federal government. Headquartered in Colorado, ISYS serves key national customers throughout the United States with a presence in more than 16 states.

Functional Responsibilities:

ISYS Technologies is seeking a Data ScientistClearance:
TS/SCI with CI Poly
Qualifications

Experience Requirements:
Senior skill level
5+ (Senior) years of related experience
Working knowledge of individual, organizational, technological, or transnational issues of national security concern
Prior experience with the IC and methodological experience in relationships and discovery, situational awareness, or systems modeling
Working knowledge of appropriate analytic methods and methodological tools in 2 (Senior) of a. Applied mathematics b. Computer programming c. Visualization
Working knowledge of Python and some of SQL, R, Hadoop, Spark, Java, C/C++, Git, Bash, Tableau, ArcGIS, Unix commands
Working knowledge of research designs, collection methods, capabilities, and tasking process
Familiarity with project management concepts and principles
Intellectual curiosity; creativity and innovation to go beyond current tools to deliver the best solution to complex problems
Strong analytical and critical thinking skills
Ability to leverage multiple data management tools to organize relevant information and make decisions
Ability to develop comprehensive software applications, as needed
Ability to translate complex, technical findings into an easily understood narrative in graphical, verbal, or written form
Ability to multitask and change focus quickly as demands change
Ability work collaboratively and effectively in a team environment
Ability to establish and maintain internal and external professional networks including subject matter experts, collectors, and decision makers that are necessary to carry out tasks or projects
Essential Requirements:

US Citizenship is required.

ISYS Technologies is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected Veteran status, or disability status.

Physical Demands:

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job with or without reasonable accommodation.

While performing the duties of this job, the employee will regularly sit, walk, stand and climb stairs and steps. May require walking long distance from parking to work station. Occasionally, movement that requires twisting at the neck and/or trunk more than the average person, squatting/ stooping/kneeling, reaching above the head, and forward motion will be required. The employee will continuously be required to repeat the same hand, arm, or finger motion many times. Manual and finger dexterity are essential to this position. Specific vision abilities required by this job include close, distance, depth perception and telling differences among colors. The employee must be able to communicate through speech with clients and public. Hearing requirements include conversation in both quiet and noisy environments. Lifting may require floor to waist, waist to shoulder, or shoulder to overhead movement of up to 20 pounds. This position demands tolerance for various levels of mental stress.

ISYS Technologies is an Engineering and Information Technology Company focused on providing Services to the Federal and State Government. ISYS offers a competitive compensation program and comprehensive benefits package to our employees.

SDL2017",Data Scientist,"Herndon, VA",3.4,$10 to $25 million (USD),$105K-$120K (Glassdoor est.),Information Technology,51 to 200 employees,Company - Private
"CyberCoders
4.1",-1,1999,"Irvine, CA",Staffing & Outsourcing,"Data Scientist (Genomics)
If you are a Data Scientist with Genomics and Apache Spark experience, please read on!

Headquartered out of beautiful Oakland, we are a cutting-edge AI-Driven Genomics Biotech company! Established in 2011, we analyze and interpret complex genomic data from raw data to variant cells, from whole genome, exome, or panel tests to increase diagnostic yield. We are trailblazers, tenaciously deciphering human biology when it comes to hereditary disease and oncology. Our platform substantially reduces genome interpretation time in the diagnosis of monogenic diseases, which allows cost-effective, automated reanalysis of undiagnosed cases.

If you have a passion for the complex and beautiful combination of Data and Genomics with a strong background in Apache Spark, we would love to hear from you!
Top Reasons to Work with Us
1. Fast-Growing AI-Driven Genomics Company!
2. Opportunity for Professional Growth!
3. Competitive Base Salary, Benefits, and Great Company Culture!
What You Will Be Doing
- Build out a big data distributed architecture capable of efficiently processing large-scale genomics data.
- Develop / deploy bioinformatics and AI analysis algorithms at scale.
- Build automated
production-quality data processing systems.
- Interact
collaborate with scientists to clearly define / iterate on requirements.
- Keep abreast of new software data engineering and data science technologies.
- Aggregate / analyze genomic and other types of clinical data to find novel insights.
- Develop code to implement analysis workflows in a robust and reproducible fashion.
- Follow processes to improve transparency
reliability of applications, reducing project risks for on-time milestones.
- Educate other scientists, engineers, and management on the methods developed
how they apply to the subject domain and customer needs.
What You Need for this Position
- Bachelor's Degree in Computer Science, Technology, or related.
- 2+ years of experience working with Genomics Data.
- Must have experience with cluster-computing framework Apache Spark.
- Programming/scripting experience with Python.

Bonus Points:
- Background using Scala, Java, or C++.
- Proficiency with SQL database and scripting.
- Experience with Amazon Web Services (AWS).
What's In It for You
For your hard work and dedication, you will be rewarded with a competitive base salary, and excellent benefits including but not limited to:
- Vacation/PTO
- Medical
- Dental
- Vision
- Bonus (10%)
- 401k
- Equity
So, if you are a Genomics Data Scientist with Apache Spark experience, please apply today!
-
Applicants must be authorized to work in the U.S.


CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",Data Scientist (Genomics),"Berkeley, CA",4.1,$100 to $500 million (USD),$105K-$120K (Glassdoor est.),Business Services,201 to 500 employees,Subsidiary or Business Segment
"USAA
3.6","GEICO, MetLife, State Farm",1922,"San Antonio, TX",Insurance Carriers,"Purpose of Job
We are currently seeking a talented Lead Data Scientist for one of the following locations: Plano, Phoenix Campus or San Antonio Home Office I.

Data Scientist Lead uses advanced techniques that integrate traditional and non-traditional datasets to enable analytical solutions; Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications; Builds analytical solutions leveraging internal and external applications to deliver value and create competitive advantage; Leads initiatives and influences system architecture to enable automated intelligent solutions; Translates complex analytical and technical concepts to senior management to enable business decisions; Maintains relationships with academic and industry thought-leaders to ensure enterprise has access to cutting-edge thinking and technologies.
Job Requirements


About USAA

USAA knows what it means to serve. We facilitate the financial security of millions of U.S. military members and their families. This singular mission requires a dedication to innovative thinking at every level.

In each of the past five years, we've been a top-40 Fortune 100 Best Companies to Work For®, and we've ranked among Victory Media's Top 10 Military Friendly® Employers 13 years straight. We embrace a robust veteran workforce and encourage veterans and veteran spouses to apply.

USAA Careers - Award Winning Workplace (17 seconds)

USAA Careers World Class Benefits (31 seconds)

Tasks:
Partners with business leaders across the organization to assess business needs, define business problems and develop a research agenda; Leads cross functional, matrixed teams to solve highly complex work critical to the organization.
Designs and builds large and complex information sets; Integrates and extracts relevant information from large amounts of both structured and unstructured data (internal and external) to enable analytical solutions.
Leads and conducts advanced analytics leveraging predictive modeling, machine learning, simulation, optimization and other techniques to deliver insights or develop analytical solutions to achieve business objectives.
Leads efforts to develop scalable, efficient, automated solutions for large scale data analyses, model development, model validation and model implementation.
Works with IT to translate prototypes into new products, services, and features and provide guidelines for large-scale implementation.
Builds and maintains a robust library of reusable algorithms and supporting code such that research efforts are based on the highest quality data, are transparently conducted, are able to be productionized and are reproducible.
Provides guidance regarding analytical approach and iteration of algorithms to team members.
Translates complex analytical and technical concepts to senior management and non-technical employees to enable understanding and drive informed business decisions.
Develops and maintains academic and industry relationships for the purposes of research; Interacts with internal and external peers and management to maintain expertise and awareness of cutting edge techniques, technologies and potential business solutions.
Minimum Education:
Master's degree in Computer Science, Applied Mathematics, Quantitative Economics, Statistics, or related field (6 additional years of related experience beyond the minimum required may be substituted in lieu of a degree)
Minimum Experience:
8 or more Years in predictive modeling, large data analysis and computer science
Experience in stochastic modeling, machine learning, and other advanced mathematical techniques (e.g., neural nets, simulation, graph analysis)
Expert in at least one compiled language (e.g., Java, C or more or more) and one dynamic scripting language (Python, PERL, Ruby)
A strong track record of communicating results, insights, and technical solutions to Senior Executive Management (or equivalent)
*Qualifications may warrant placement in a different job level*

When you apply for this position, you will be required to answer some initial questions. This will take approximately 5 minutes. Once you begin the questions you will not be able to finish them at a later time and you will not able to change your responses.

Preferred Qualifications
Proven ability to enrich (add new information to) data, advise on appropriate course(s) of action to take based on results, summarize complex technical analysis for non-technical executive audiences, succinctly present visualizations of high dimensional data, and explain & justify the results of the analysis conducted
Highly competent at data wrangling and data engineering in SQL and SAS as well as advanced machine learning (ML) techniques using Python; comfortable in cloud computing environments (Azure, GCP, AWS)
Hands-on experience developing products that utilize advanced machine learning techniques like deep learning in areas such as computer vision, Natural Language Processing (NLP), sensor data from the Internet of Things (IoT), and recommender systems; along with transitioning those solutions from the development environment into the production environment for full-time use
Fluent in deep learning frameworks and libraries (TensorFlow, Keras, PyTorch, etc)
Experience in reinforcement learning, knowledge graphs and graph databases, Generative Adversarial Networks (GANs), semi-supervised learning, multi-task learning
The above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed description of all the work requirements that may be performed in the job.

At USAA our employees enjoy one of the best benefits packages in the business, including a flexible business casual or casual dress environment, comprehensive medical, dental and vision plans, along with wellness and wealth building programs. Additionally, our career path planning and continuing education will assist you with your professional goals.

Relocation assistance is available for this position.

For Internal Candidates:

Must complete 12 months in current position (from date of hire or date of placement) or must have managers approval prior to posting.

Last day for internal candidates to apply to the opening is 5/3/20 by 11:59 pm CST time.",Lead Data Scientist,"Plano, TX",3.6,$10+ billion (USD),$105K-$120K (Glassdoor est.),Insurance,10000+ employees,Company - Private
"Southern California Edison
3.7",-1,1879,"Rosemead, CA",Utilities,"Job Description

ENERGY FOR WHATS AHEAD

Are you looking to make a difference in your career? Were working on smarter grids, cleaner energy and tools to help people manage energy more efficiently.

About Transmission and Distribution

Southern California Edisons (SCE's) Transmission and Distribution Organizational Unit (T & D) is responsible for planning, engineering, constructing, operating, and maintaining transmission and distribution facilities throughout the 50,000-square-mile territory. T&D is the steward of roughly $19 billion in assets that safely and reliably deliver electricity to 14 million residents via SCEs 5 million customer accounts.

Position Overview

The Senior Data Scientist Advisor is responsible for leading the modeling of complex analytical problems, discovering insights, and identifying opportunities using statistical, algorithmic, mining, and visualization techniques. In addition to advanced analytical skills, the senior advisor will be responsible for developing business requirements and coordinating with groups in and outside of the Transmission and Distribution group. You will be responsible for developing, presenting, and communicating results. You will also be responsible for leading and mentoring other Data Scientists.

Typical Responsibilities:
Lead data scientists on developing models that meet or exceed business requirements.
Generate advanced analytical approaches using predictive modeling, optimization and simulation abilities.
Apply statistical and pattern recognition techniques to perform description, prediction, and optimization.
Develop and implement tools for data acquisition, extraction, transformation, management, and manipulation of large and complex data sets. Explore, model, mine, and experiment with data to answer critical business issues. And, generate and communicate business insights.
Qualifications

Minimum Qualifications
Bachelors in a quantitative discipline such as Statistics, Mathematics, Engineering, Computer Science, or information sciences such as business analytics or informatics.
Five or more years of experience in Predictive Modeling or Machine Learning or Statistical Modeling or Data Mining.
Proficient with R and Python.
Desired Qualifications
MS or PhD in a quantitative discipline such as Statistics, Mathematics, Engineering, Computer Science, or information sciences such as business analytics or informatics.
Experience in leading and mentoring junior team members and guiding them on data science and advanced analytics (machine learning, predictive analytics) development.
In-depth industry/business knowledge in Electric Utility industry.
Proficiency with SQL and/or SAS.
Strong Leadership skills and experience.
Comments
Candidates for this position must be legally authorized to work directly as employees for any employer in the United States without visa sponsorship.
Relocation may apply to this position.
Southern California Edison, an Edison International (NYSE:EIX) company, serves a population of approximately 15 million via 5 million customer accounts in a 50,000-square-mile service area within Central, Coastal and Southern California. Join the utility leader that is safely delivering reliable, affordable electricity to our customers for over 125 years.

SCE is a proud Equal Opportunity Employer and will not discriminate based on race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status or any other protected status.

#L1-EA1",Senior Data Scientist,"Pomona, CA",3.7,$10+ billion (USD),$105K-$120K (Glassdoor est.),"Oil, Gas, Energy & Utilities",10000+ employees,Subsidiary or Business Segment
"Infinity Consulting Solutions
3.4","The Judge Group, Addison Group, PageGroup",2001,"New York, NY",Staffing & Outsourcing,"Job Description - Data Scientist DATA SCIENTIST 6-MONTH CONTRACT OPPORTUNITY TO EXTEND OR CONVERT IRVING, TX THE POSITION ICS is looking for a Data Scientist to join one of our growing client's in the DallasFort Worth area! WHAT YOU'LL DO Demonstrate a working knowledge of machine learning concepts, algorithms, and the applications with good programming skills. Research and develop statistical learning models for data science components of product data sets, including searching for new data sources and assessing their accuracy or relevancy. Design, develop, and implement scalable, repeatable data pipelines, from data exploration, data modeling, sampling, and performance evaluation. Develop processes, techniques, and tools to analyze and monitor model performance while ensuring data accuracy. Work with product management and engineering departments to determine how to use business data for valuable business solutions that will enhance the company. Implement new statistical or other methodologies as needed to improve specific models or analysis. Communicate effectively to different internal teams, both technical and non-technical. Align business goals and business value with detailed steps needed to accomplish feature-driven objectives. SkillsExperience You Will Need B.S. or M.S. in Data Science, Computer Science, Statistics, Applied Math, or related field Strong strategic thinking and hands-on analysis using tools packages such as SQL, R, Python, Tableau, etc. Proven track record of turning insights into product growth opportunities in prior roles Background in Mortgage industry is a plus Ability to present complex analysis and insights effectively in simple terms Proactive collaboration and effective communication are critical",Data Scientist,"Irving, TX",3.4,$100 to $500 million (USD),$105K-$120K (Glassdoor est.),Business Services,501 to 1000 employees,Company - Private
"Giact Systems LLC
4.4",-1,2004,"Allen, TX",Financial Transaction Processing,"Job Description
Data Scientist

At Giact, we rely on powerfully insightful data to power our systems and solutions. We’re seeking an experienced data scientist to deliver that insight to us on a daily basis. Our ideal team member will have the mathematical and statistical expertise you’d expect, but a natural curiosity and creative mind that’s not so easy to find. As you mine, interpret, and clean our data, we will rely on you to ask questions, connect the dots, and uncover opportunities that lie hidden within-all with the ultimate goal of realizing the data’s full potential. You will join a team of data service team members, but will “slice and dice” data using your own methods, creating new visions for the future.

Objectives of this Role

Collaborate with product design and engineering to develop an understanding of needs

Research and devise innovative statistical models for data analysis

Communicate findings to all stakeholders

Enable smarter business processes—and implement analytics for meaningful insights

Keep current with technical and industry developments

Daily and Monthly Responsibilities

Work as the lead data strategist, identifying and integrating new datasets that can be leveraged through our product capabilities and work closely with the engineering team to strategize and execute the development of data products

Execute analytical experiments methodically to help solve various problems and make a true impact across various domains and industries

Identify relevant data sources and sets to mine for client business needs, and collect large structured and unstructured datasets and variables

Devise and utilize algorithms and models to mine big data stores, perform data and error analysis to improve models, and clean and validate data for uniformity and accuracy

Analyze data for trends and patterns, and Interpret data with a clear objective in mind

Implement analytical models into production by collaborating with software developers and machine learning engineers.

Communicate analytic solutions to stakeholders and implement improvements as needed to operational systems

Skills and Qualifications

Bachelor’s degree in statistics, applied mathematics, or related discipline

3+ years experience in data science

Proficiency with data mining, mathematics, and statistical analysis

Advanced pattern recognition and predictive modeling experience

Experience with Excel, PowerPoint, Tableau, SQL, and programming languages (i.e., .net, Java/Python, SAS)

Comfort working in a dynamic, research-oriented group with several ongoing concurrent projects

Preferred Qualifications

Master’s degree in stats, applied math, or related discipline

2+ years of project management experience
Company Description
Giact Systems is a privately held company founded in 2004 by a team of experienced payments, security, and technology experts. We provide information services that prevent fraud and minimize bad debt when accepting payments. We are the leading real-time and proprietary data provider for payments and risk information. In addition to our industry leading solutions for verification, authentication, identification and funds confirmation, customers choose us for our ease of integration and flexible implementation. This allows our customers to focus on the good customer experience and grow their business. We currently service more than 1,000 customers and have processed over 1 billion transactions.",Data Scientist,"Allen, TX",4.4,Unknown / Non-Applicable,$105K-$120K (Glassdoor est.),Finance,51 to 200 employees,Company - Private
"APN Software Services Inc.
4.1",-1,-1,"Newark, CA",Computer Hardware & Software,"Job Title: Data Scientist
Location: San Diego, CA
FULLTIME ROLE
Overview:
We are looking for a hands-on research scientist with a good track record of experience in
applying machine learning methods towards solving real-world problems through
(Un)supervised Learning, Operations Research and Optimization Problems to name a few. You
will be joining an excellent, multidisciplinary team and will be participating in cutting-edge
work in data science. You will be providing quality answers to large-scale problems with broad
impact.
Responsibilities:
1. Conceptualize, design and develop prototypes which demonstrate the required
functionality rapidly
2. Understand the latest industrial and academic developments in AI/ML, and apply it to
create prototypes for demonstration.
3. Work with development teams to mature these algorithms into production quality
programs
4. Do applied research on a wide array of Operations research and machine learning
projects.
Desired candidate profile:
1. Degree in relevant field or considerable hands-on experience in data science algorithms
2. Basic understanding of Supervised learning, Unsupervised learning. Graph theory
knowledge is a plus
3. Basic knowledge in working with Deep Learning libraries such as Tensorflow or Pytorch
or Keras or Theano is a plus.
Basic Qualifications:
1. A good foundation in AI Methodologies like ML and Deep Learning. NLP, Computer
vision is a plus.
2. Very good python programming skills. Java programming skills a bonus
3. Detailed oriented and penchant for data quality control
4. Ability to Dig deeper into data, understand characteristics of data, evaluate alternate
models and validate hypothesis through theoretical and empirical approaches
5. Is a Self-Driven individual contributor who prefers working in an agile manner.
6. Ability to work independently and have ownership mentality
7. Innovation minded, highly capable to think systematically, capable of redefining the
solutions to overcome the competitors and solving problems.
8. Curious and willing to challenge existing solutions with innovative technology concepts.
Thanks,
Amit Sehdev
APN Software Services Inc.
Direct: 510-402-1061 | Fax: 510-623-5055 | Amit@apninc.com
“Ranked Top Work Places 2016”
“Certified Small and Minority Business”
“Ranked Top 50 Organizations for Diversity”
“Ranked Top Diversity Business”",Data Scientist,"San Diego, CA",4.1,$25 to $50 million (USD),$105K-$120K (Glassdoor est.),Information Technology,51 to 200 employees,Company - Private
"Net2Source Inc.
3.3",-1,2007,"Somerset, NJ",Staffing & Outsourcing,"My name is Alka, and I am a recruiter with Net2Source Inc. Net2Source Inc. is one of the fastest growing Global Workforce Solutions company with a growth of 300 in the last 3 years with over 2200+ employees globally and 30 locations in US and operations in 20 countries. With an experience of over a decade we offer unmatched workforce solutions to our clients by developing an in-depth understanding of their business needs. We specialize in Contingent hiring, Direct Hires, Statement of Work, Payroll Management, IC Compliance, RPO and Managed IT Services. Role Data Scientist Location Pleasanton, CA Duration- Contract. Skills Web Technologies, Middleware development, Big data Analytics, Data science, Machine Learning, clientserver application development, software process improvement, and object oriented design and development. Extensive experience in JavaJ2EE, Python, Scala Programming Languages. Enterprise search using Elastic Search, Apache solr. Extensive experience in Hadoop Ecosystem (HDFS, Map Reduce, Spark, Hive, Hbase, Sqoop, Flume, Zookeeper, YARN, Oozie etc.). Big Data batch streaming processing using Apache Kafka , Spark Apache NiFi. Machine learning deep learning Model development using Python (Numpy, Scipy, scikit-learn, Pandas, XGBoost, TensorFlow ). Machine learning algorithm implementation (Regressions, Decisions trees, KNN, SVM, Ensemble, Neural networks (CNN, RNN, LSTM) ). REST SOAP based Web servicesAPI development. Cloud computing using Microsoft Azure (ADLS, HDInsight, AKS, Log Analytics etc.) AWS components. Data visualization Monitoring using Grafana, Kibana Logstash. Design pattern, UML and Micro Services Architecture. Build, CI DevOps using Maven, Sbt, Kubernetes, Jenkins, Ansible, GitHub Thanks, Alka Rai Account Manager (201) 620-2681 Ext.568 alkarnet2source.com Address 270 Davidson Ave Suite 704, Somerset, NJ, 08873 Website www.net2source.com httpwww.net2source.com More reasons to work with us bull 2018 ndash Fastest Growing Staffing Firm in North America by Staffing Industry Analysts bull 2018 ndash Fastest-Growing Private Companies in America as a 5 time consecutive honoree ndash Inc. 5000 bull 2018 ndash Fastest 50 by NJBIZ bull 2018 ndash Best of the Best Platinum Award by Agile1 (The Act1 Group) bull 2018 ndash 40 Under 40 Award Winner by Staffing Industry Analysts bull 2018 ndash CEO World Gold Award by SVUS bull 2018 ndash Techserve Excellence Award (IT and Engineering Staffing) bull 2017 ndash Best of the Best Gold Award by Agile1 Disclaimer This message is sent to you because your resume either exists on one of the Job Portal databases or you have applied against one of our job listings. If you are not interested in receiving more emails like this you can unsubscribe from Net2Source mailing list. To unsubscribe from Net2Source mailing list, click here httpswww.surveymonkey.comrunsubscribeN2S",Data Scientist,"Pleasanton, CA",3.3,$100 to $500 million (USD),$105K-$120K (Glassdoor est.),Business Services,1001 to 5000 employees,Company - Private
"Micron
4.1",-1,-1,"Scottsdale, AZ",Health Care Products Manufacturing,"Req. ID: 180202

Micron Technology’s vision is to transform how the world uses information to enrich life and our commitment to people, innovation, tenacity, collaboration, and customer focus allows us to fulfill our mission to be a global leader in memory and storage solutions. This means conducting business with integrity, accountability, and professionalism while supporting our global community.

We are seeking motivated individual to join our machine learning and deep learning team. Your role is to maintain and use state-of-the-art deep learning algorithms and tools. The team products are high-performance computer vision algorithms, demonstrations, hardware, compilers.

Responsibilities include, but not limited to:

Build and maintain:
Deep learning frameworks, software and models to train neural networks models
Learning scripts and custom learning criterion, optimization modules
Dataset of images and videos
Dataset scripts
Web-optimized scripts for server-side processing
Validation scripts, measure dataset and model performance, and run them on Linux computer clusters
Build code for applied computer vision: saliency, tracking, detection, recognition, localization
Read literature, summarize results, and present results and innovations to the team
Reproduce and validate state-of-art models from papers and publications
Interact with customers, accept and review software and product requirements, satisfy requirements.
Minimum Qualifications:
MS/PhD in Computer Science, Computer Engineering, Electrical Engineering, Physics or related experience
Minimum 5+ years experience on computer vision, machine-learning and deep learning algorithms, including Deep, Convolutional, Recurrent Neural Networks
Experience writing and maintaining professional software using: C, C++, Python, PyTorch, TensorFlow, Caffe or similar deep learning framework
Leader in machine learning competitions, and international datasets
Deep knowledge of machine / deep learning literature, especially recent years after 2012
Open source contributions
State-of-art knowledge of at least one of these computer vision techniques: face-identification, tracking, localization, detection, recognition, saliency, video-processing, image embeddings, similar images, video summarization, language models for image and video description, openCV, etc.
Excellent presentation, written and verbal skills, proven by international level conference participation, acclaimed web blogging
Preferred Qualifications:
Award winner during PhD
Multiple international journal articles or conference presentations
Highly ambitious with forward-thinking and entrepreneurial aspirations
Background knowledge on parallel/heterogeneous programming (CUDA / OpenCL)
Background in Linux administration
Able to set up servers and clouds of servers
Experience in at least one area: text translation, speech recognition, text analysis, sentiment analysis
Experience with recurrent network or similar: RNN, LSTM, neural attention and associative memories
Experience in multimedia Linux software, libav, image and video compression / decompression, formats, processing with ffmpeg, libav and similar
Experience in embedded ARM setup, configuration and use: Raspberry Pi or similar
Graphic design, web design, CAD design
Artistic insights and abilities
About Us

As the leader in innovative memory solutions, Micron is helping the world make sense of data by delivering technology that is transforming how the world uses information. Through our global brands — Micron, Crucial and Ballistix — we offer the industry’s broadest portfolio. We are the only company manufacturing today’s major memory and storage technologies: DRAM, NAND, NOR and 3D XPoint™ memory. Our solutions are purpose built to leverage the value of data to unlock financial insights, accelerate scientific breakthroughs and enhance communication around the world.

Micron Benefits

Employee Rewards Program, Healthcare, Paid time off (Combined Sick and Vacation Time), Retirement savings plans, Paid maternity/paternity leave, Employee Assistance Program, Professional development training, Workplace wellness programs, Micron Health Clinic (Boise only), Fitness Center/Activity rooms (Boise/San Jose only), Tuition Reimbursement, Micron Corporate Discounts, Casual Dress attire.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.

For US Sites Only: To request assistance with the application process and/or for reasonable accommodations, please contact Micron’s Human Resources Department at 1-800-336-8918 or 208-368-4748 and/or by completing our General Contact Form

Keywords: Seattle || Washington (US-WA) || United States (US) || DEG (DRAM Engineering Group) || Experienced || Regular || Engineering || #LI-BG1 || Tier 4 ||",Data Scientist,"Seattle, WA",4.1,Unknown / Non-Applicable,$105K-$120K (Glassdoor est.),Manufacturing,1001 to 5000 employees,Company - Private
"Northrop Grumman
3.7",-1,1939,"Falls Church, VA",Aerospace & Defense,"Northrop Grumman Mission Systems has an exciting opportunity for a Principal / Sr Principal Data Scientist who will be a member of the Data Engineering Scrum Team. Our ideal candidate will create data exploitation architectures/models/protocols, statistical reporting, and data analysis methodologies to identify trends in large data sets. This position will be based in Arlington, VA.

Responsibilities include:
Develops analyses containing many applications such as to address a business issue or provide a competitive advantage for the organization.
Demonstrates strong statistical and data visualization skills.
Provides analysis of applications to address a business issue or provide a competitive advantage for the organization.
Identifies, develops, and implements AI models and supporting algorithmic approaches.
Creates data mining architectures/models/protocols, statistical reporting, and data analysis methodologies to identify trends in large data sets.
Develops solutions to complex problems that require the regular use of ingenuity and innovation.
This position may be filled at the Principal or Sr. Principal Data Scientist level aligned with the Basic Qualifications shown below.

CYBERINTEL
NGMSCIMS

Qualifications:

Basic Qualifications:

Level 3:
Active TS with SCI eligibility.
Experienced in applying statistical and data visualization skills.
Experienced in developing solutions to address a business issue or provide a competitive advantage for the organization.
Six years with Bachelors in Science; an addition to 4 years experience will be considered in lieu of a degree.
Ability to perform complex tasks and participate in determining objectives of assignment. This includes planning schedules and working independently to achieve objectives.
Demonstrated skill developing data science applications using languages such as SQL, Python, R, Java, TensorFlow, PyTorch, Jupyter Notebook, Matlab, Paradigm or DataRobot.
Level 4:
Active TS with SCI eligibility.
Experienced in applying statistical and data visualization skills.
Experienced in developing solutions to address a business issue or provide a competitive advantage for the organization.
Nine years with Bachelors in Science; 7 Years with Masters; 4 Years with PhD.
Overall experience will be considered in lieu of a degree.
Ability to perform complex tasks and participate in determining objectives of assignment. This includes planning schedules and working independently to achieve objectives.
Demonstrated skill developing data science applications using languages such as SQL, Python, R, Java, TensorFlow, PyTorch, Jupyter Notebook, Matlab, Paradigm or DataRobot.
Preferred Qualifications:
Proficient in applying technical standards, principles, theories, concepts and techniques of analyses containing many applications such as to address a business issue or provide a competitive advantage for the organization.
Experience applying statistical and data visualization skills.
Experience developing solutions to address a business issue or provide a competitive advantage for the organization.
Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA and Pay Transparency statement, please visit www.northropgrumman.com/EEO. U.S. Citizenship is required for most positions.",Principal / Sr Principal Data Scientist,"Arlington, VA",3.7,$10+ billion (USD),$105K-$120K (Glassdoor est.),Aerospace & Defense,10000+ employees,Company - Public
